Year,Make,Model,Mileage,Price,Body,Color,Engine,Country,Make_Model
2014,Ford,Mustang,39543,14995,Coupe,White,6 Cyl,USA,Ford Mustang
2015,Ford,Explorer,42650,22980,SUV,White,6 Cyl,USA,Ford Explorer
2015,Ford,Fiesta,29964,8995,Sedan,Silver,4 Cyl,USA,Ford Fiesta
2015,Ford,Fusion,71654,10995,Sedan,Black,4 Cyl,USA,Ford Fusion
2014,Ford,Explorer,40278,17888,SUV,White,6 Cyl,USA,Ford Explorer
2017,Ford,Fusion,5733,16980,Sedan,Black,4 Cyl,USA,Ford Fusion
2015,Ford,F-150,40652,26500,Pickup,White,6 Cyl,USA,Ford F-150
2015,Ford,F-150,40910,28976,Pickup,White,6 Cyl,USA,Ford F-150
2015,Ford,Explorer,50926,28853,SUV,Black,6 Cyl,USA,Ford Explorer
2016,Ford,Escape,31075,20998,SUV,Blue,4 Cyl,USA,Ford Escape
2016,Ford,Edge,9870,30989,SUV,Silver,6 Cyl,USA,Ford Edge
2014,Ford,Fusion,30872,12988,Sedan,Silver,4 Cyl,USA,Ford Fusion
2014,Ford,Flex,10019,24933,SUV,Brown,6 Cyl,USA,Ford Flex
2014,Ford,Escape,26301,14919,SUV,Orange,4 Cyl,USA,Ford Escape
2015,Ford,Escape,31938,15992,SUV,Black,4 Cyl,USA,Ford Escape
2017,Ford,Mustang,8922,23983,Coupe,Blue,4 Cyl,USA,Ford Mustang
2015,Ford,Explorer,42650,22980,SUV,White,6 Cyl,USA,Ford Explorer
2005,Ford,Mustang,77189,6480,Convertible,Black,6 Cyl,USA,Ford Mustang
2015,Ford,Mustang,14790,18293,Coupe,Yellow,6 Cyl,USA,Ford Mustang
2015,Ford,C-Max,33892,12673,Minivan,Black,4 Cyl,USA,Ford C-Max
2015,Ford,F-150,49705,29994,Pickup,Silver,6 Cyl,USA,Ford F-150
2014,Ford,Mustang,34127,15777,Coupe,Blue,6 Cyl,USA,Ford Mustang
2017,Ford,F-150,10092,30992,Pickup,Blue,6 Cyl,USA,Ford F-150
2017,Ford,Mustang,13311,19984,Coupe,Black,6 Cyl,USA,Ford Mustang
2007,Ford,F-150,86189,13995,Pickup,Gold,8 Cyl,USA,Ford F-150
2014,Ford,Escape,52718,15987,SUV,Red,4 Cyl,USA,Ford Escape
2014,Ford,Escape,71316,11999,SUV,Silver,4 Cyl,USA,Ford Escape
2016,Ford,Focus,35920,11977,Hatchback,Black,4 Cyl,USA,Ford Focus
2014,Ford,Focus,42141,9999,Hatchback,Blue,4 Cyl,USA,Ford Focus
2014,Ford,Fusion,64032,12998,Sedan,Black,4 Cyl,USA,Ford Fusion
2016,Ford,Fiesta,48597,7789,Sedan,White,4 Cyl,USA,Ford Fiesta
2014,Ford,Fiesta,62089,8289,Hatchback,Gray,4 Cyl,USA,Ford Fiesta
2017,Ford,Expedition,49931,27789,SUV,Silver,6 Cyl,USA,Ford Expedition
2016,Ford,Escape,19156,15495,SUV,White,4 Cyl,USA,Ford Escape
2017,Ford,Transit,14582,23881,Van,White,6 Cyl,USA,Ford Transit
2016,Ford,Explorer,10900,40881,SUV,White,6 Cyl,USA,Ford Explorer
2013,Ford,Taurus,43189,18500,Sedan,Red,6 Cyl,USA,Ford Taurus
2014,Ford,Fusion,63412,12233,Sedan,Orange,4 Cyl,USA,Ford Fusion
2016,Ford,Focus,17568,13878,Hatchback,Silver,4 Cyl,USA,Ford Focus
2015,Ford,Fusion,31295,13965,Sedan,Black,4 Cyl,USA,Ford Fusion
2017,Ford,Mustang,15847,18994,Coupe,Gray,6 Cyl,USA,Ford Mustang
2015,Ford,Escape,24142,15980,SUV,Silver,4 Cyl,USA,Ford Escape
2016,Ford,Mustang,8093,22500,Coupe,Yellow,4 Cyl,USA,Ford Mustang
2015,Ford,Fusion,30256,11980,Sedan,White,4 Cyl,USA,Ford Fusion
2015,Ford,Explorer,42650,22980,SUV,White,6 Cyl,USA,Ford Explorer
2015,Ford,F-150,29978,26000,Pickup,Brown,6 Cyl,USA,Ford F-150
2014,Ford,F-350,66919,41987,Pickup,Brown,8 Cyl,USA,Ford F-350
2015,Ford,F-150,36025,26983,Pickup,Blue,8 Cyl,USA,Ford F-150
2014,Ford,Edge,18964,19000,SUV,White,6 Cyl,USA,Ford Edge
2016,Ford,Mustang,8250,26500,Coupe,Gray,8 Cyl,USA,Ford Mustang
2014,Ford,Focus,15253,11499,Hatchback,Silver,4 Cyl,USA,Ford Focus
2017,Ford,Focus,6714,13800,Sedan,Red,4 Cyl,USA,Ford Focus
2014,Ford,Focus,22641,9995,Sedan,Gray,4 Cyl,USA,Ford Focus
2015,Ford,Edge,22729,24188,SUV,Green,4 Cyl,USA,Ford Edge
2013,Ford,Focus,79224,7499,Sedan,Black,4 Cyl,USA,Ford Focus
2015,Ford,Mustang,26572,25999,Coupe,Silver,8 Cyl,USA,Ford Mustang
2011,Ford,Focus,50864,7999,Sedan,Black,4 Cyl,USA,Ford Focus
2014,Ford,Mustang,17074,17276,Convertible,Red,6 Cyl,USA,Ford Mustang
2014,Ford,Fusion,22075,14495,Sedan,Black,4 Cyl,USA,Ford Fusion
2014,Ford,Mustang,29700,14699,Coupe,Black,6 Cyl,USA,Ford Mustang
2015,Ford,Escape,24142,15980,SUV,Silver,4 Cyl,USA,Ford Escape
2015,Ford,Escape,22799,14437,SUV,Silver,4 Cyl,USA,Ford Escape
2015,Ford,Explorer,23804,23413,SUV,Black,6 Cyl,USA,Ford Explorer
2015,Ford,Explorer,49097,23499,SUV,Brown,6 Cyl,USA,Ford Explorer
2013,Ford,Edge,40764,14698,SUV,Silver,6 Cyl,USA,Ford Edge
2017,Ford,Fusion,10071,16500,Sedan,Silver,4 Cyl,USA,Ford Fusion
2015,Ford,Edge,18070,19900,SUV,White,4 Cyl,USA,Ford Edge
2017,Ford,Focus,7099,19500,Hatchback,Blue,4 Cyl,USA,Ford Focus
2015,Ford,Focus,39272,11969,Hatchback,Silver,4 Cyl,USA,Ford Focus
2015,Ford,Fiesta,40642,8998,Hatchback,Gray,4 Cyl,USA,Ford Fiesta
2017,Ford,Transit,14582,23881,Van,White,6 Cyl,USA,Ford Transit
2016,Ford,Explorer,10900,40881,SUV,White,6 Cyl,USA,Ford Explorer
2017,Ford,Transit,14582,23881,Van,White,6 Cyl,USA,Ford Transit
2016,Ford,Explorer,10900,40881,SUV,White,6 Cyl,USA,Ford Explorer
2016,Ford,F-350,24456,39995,Pickup,Black,8 Cyl,USA,Ford F-350
2017,Ford,Mustang,15847,18994,Coupe,Gray,6 Cyl,USA,Ford Mustang
2014,Ford,Mustang,49076,13777,Coupe,Gray,6 Cyl,USA,Ford Mustang
2015,Ford,Fusion,37517,14974,Sedan,White,4 Cyl,USA,Ford Fusion
2015,Ford,Explorer,34623,23995,SUV,Silver,6 Cyl,USA,Ford Explorer
2015,Ford,Explorer,35045,24700,SUV,Gray,6 Cyl,USA,Ford Explorer
2014,Ford,Focus,18909,8874,Sedan,Silver,4 Cyl,USA,Ford Focus
2015,Ford,Fusion,22963,13973,Sedan,Gray,4 Cyl,USA,Ford Fusion
2017,Ford,Explorer,13457,40370,SUV,Gray,6 Cyl,USA,Ford Explorer
2013,Ford,Focus,70478,6900,Sedan,Silver,4 Cyl,USA,Ford Focus
2016,Ford,Fusion,31502,12799,Sedan,White,4 Cyl,USA,Ford Fusion
2016,Ford,Focus,22446,17465,Hatchback,Black,4 Cyl,USA,Ford Focus
2016,Ford,F-150,10955,34364,Pickup,Silver,8 Cyl,USA,Ford F-150
2013,Ford,F-150,78062,25682,Pickup,Gray,8 Cyl,USA,Ford F-150
2015,Ford,Explorer,36099,22845,SUV,Silver,6 Cyl,USA,Ford Explorer
2015,Ford,Explorer,49097,23499,SUV,Brown,6 Cyl,USA,Ford Explorer
2015,Ford,F-150,19081,29975,Pickup,Red,6 Cyl,USA,Ford F-150
2015,Ford,Mustang,16215,24464,Coupe,Black,8 Cyl,USA,Ford Mustang
2014,Ford,Edge,9112,20499,SUV,White,6 Cyl,USA,Ford Edge
2016,Ford,Transit,17279,21490,Van,White,6 Cyl,USA,Ford Transit
2017,Ford,Mustang,5298,22999,Coupe,Black,4 Cyl,USA,Ford Mustang
2016,Ford,Escape,52304,15988,SUV,Black,4 Cyl,USA,Ford Escape
2014,Ford,Escape,58089,12999,SUV,White,4 Cyl,USA,Ford Escape
2015,Ford,Explorer,42650,22980,SUV,White,6 Cyl,USA,Ford Explorer
2015,Ford,Focus,26915,9995,Sedan,Silver,4 Cyl,USA,Ford Focus
2017,Ford,Explorer,16720,27273,SUV,Silver,6 Cyl,USA,Ford Explorer
2015,Ford,Expedition,43927,25750,SUV,White,6 Cyl,USA,Ford Expedition
2017,Ford,Explorer,12085,23500,SUV,White,4 Cyl,USA,Ford Explorer
2016,Ford,Fusion,19343,14483,Sedan,Red,4 Cyl,USA,Ford Fusion
2015,Ford,Fiesta,29964,8995,Sedan,Silver,4 Cyl,USA,Ford Fiesta
2015,Ford,Fusion,71654,10995,Sedan,Black,4 Cyl,USA,Ford Fusion
2014,Ford,Explorer,40278,17888,SUV,White,6 Cyl,USA,Ford Explorer
2014,Ford,Focus,37585,9988,Sedan,Black,4 Cyl,USA,Ford Focus
2015,Ford,Focus,18971,18976,Hatchback,Black,4 Cyl,USA,Ford Focus
2015,Ford,Escape,45036,14974,SUV,White,4 Cyl,USA,Ford Escape
2015,Ford,Escape,28561,16364,SUV,Black,4 Cyl,USA,Ford Escape
2015,Ford,C-Max,40847,13249,Minivan,White,4 Cyl,USA,Ford C-Max
2011,Ford,Edge,65744,12991,SUV,Silver,6 Cyl,USA,Ford Edge
2014,Ford,Fusion,86146,10990,Sedan,White,4 Cyl,USA,Ford Fusion
2015,Ford,Fusion,29053,10980,Sedan,Black,4 Cyl,USA,Ford Fusion
2015,Ford,Fusion,24232,12780,Sedan,Black,4 Cyl,USA,Ford Fusion
2015,Ford,Explorer,23123,26800,SUV,Black,6 Cyl,USA,Ford Explorer
2014,Ford,Edge,29251,23500,SUV,Black,6 Cyl,USA,Ford Edge
2015,Ford,Mustang,44150,16791,Coupe,Gray,4 Cyl,USA,Ford Mustang
2017,Ford,Escape,14452,17995,SUV,Gray,4 Cyl,USA,Ford Escape
2016,Ford,Focus,7823,18901,Hatchback,Gray,4 Cyl,USA,Ford Focus
2015,Ford,Escape,65101,16858,SUV,Red,4 Cyl,USA,Ford Escape
2017,Ford,Explorer,9793,27000,SUV,Blue,6 Cyl,USA,Ford Explorer
2013,Ford,Fusion,34714,11488,Sedan,Black,4 Cyl,USA,Ford Fusion
2015,Ford,Explorer,63107,20995,SUV,Black,6 Cyl,USA,Ford Explorer
2016,Ford,Explorer,24278,38449,SUV,Black,6 Cyl,USA,Ford Explorer
2015,Ford,Focus,23062,13344,Hatchback,Black,4 Cyl,USA,Ford Focus
2017,Ford,Escape,20215,17911,SUV,Blue,4 Cyl,USA,Ford Escape
2015,Ford,Mustang,51725,18484,Coupe,Gray,4 Cyl,USA,Ford Mustang
2015,Ford,F-150,24480,35999,Pickup,White,8 Cyl,USA,Ford F-150
2016,Ford,F-150,15000,21000,Pickup,White,6 Cyl,USA,Ford F-150
2016,Ford,Explorer,10900,40881,SUV,White,6 Cyl,USA,Ford Explorer
2017,Ford,Transit,14582,23881,Van,White,6 Cyl,USA,Ford Transit
2014,Ford,Edge,43924,18310,SUV,Gray,6 Cyl,USA,Ford Edge
2016,Ford,Mustang,14227,19999,Coupe,Black,4 Cyl,USA,Ford Mustang
2013,Ford,Fiesta,36774,8665,Hatchback,Silver,4 Cyl,USA,Ford Fiesta
2016,Ford,Escape,18980,18745,SUV,Black,4 Cyl,USA,Ford Escape
2014,Ford,Focus,43445,9569,Sedan,Gray,4 Cyl,USA,Ford Focus
2015,Ford,Focus,8430,12998,Sedan,Black,4 Cyl,USA,Ford Focus
2015,Ford,Fiesta,24211,9100,Hatchback,Red,4 Cyl,USA,Ford Fiesta
2016,Ford,Explorer,35300,26387,SUV,White,6 Cyl,USA,Ford Explorer
2014,Ford,Focus,15253,11499,Hatchback,Silver,4 Cyl,USA,Ford Focus
2015,Ford,F-150,29978,26000,Pickup,Brown,6 Cyl,USA,Ford F-150
2014,Ford,F-350,66919,41987,Pickup,Brown,8 Cyl,USA,Ford F-350
2015,Ford,F-150,36025,26983,Pickup,Blue,8 Cyl,USA,Ford F-150
2017,Ford,Focus,6714,13800,Sedan,Red,4 Cyl,USA,Ford Focus
2016,Ford,Focus,38480,11107,Hatchback,Red,4 Cyl,USA,Ford Focus
2016,Ford,Explorer,27297,29977,SUV,Black,4 Cyl,USA,Ford Explorer
2015,Ford,F-150,23986,33477,Pickup,Brown,8 Cyl,USA,Ford F-150
2002,Ford,Ranger,88543,5489,Pickup,Black,4 Cyl,USA,Ford Ranger
2004,Ford,Mustang,83928,5495,Coupe,Gray,6 Cyl,USA,Ford Mustang
2011,Ford,Fiesta,81816,5400,Hatchback,Silver,4 Cyl,USA,Ford Fiesta
2010,Ford,Fusion,70151,8750,Sedan,Silver,6 Cyl,USA,Ford Fusion
2009,Ford,Focus,72135,4995,Coupe,Silver,4 Cyl,USA,Ford Focus
2015,Ford,Mustang,38258,19495,Coupe,Gray,4 Cyl,USA,Ford Mustang
2015,Ford,F-150,13713,25888,Pickup,Blue,6 Cyl,USA,Ford F-150
2014,Ford,Focus,44299,8990,Sedan,White,4 Cyl,USA,Ford Focus
2016,Ford,F-150,29049,26995,Pickup,Silver,6 Cyl,USA,Ford F-150
2017,Ford,Escape,26535,17388,SUV,Gray,4 Cyl,USA,Ford Escape
2015,Ford,Fusion,42069,13960,Sedan,White,4 Cyl,USA,Ford Fusion
2014,Ford,C-Max,35057,13399,Minivan,White,4 Cyl,USA,Ford C-Max
2015,Ford,Fusion,30673,14650,Sedan,Gray,4 Cyl,USA,Ford Fusion
2015,Ford,C-Max,33892,12673,Minivan,Black,4 Cyl,USA,Ford C-Max
2017,Ford,Explorer,16720,27273,SUV,Silver,6 Cyl,USA,Ford Explorer
2014,Ford,Focus,18909,8874,Sedan,Silver,4 Cyl,USA,Ford Focus
2015,Ford,Fusion,30256,11980,Sedan,White,4 Cyl,USA,Ford Fusion
2015,Ford,Fusion,24232,12780,Sedan,Black,4 Cyl,USA,Ford Fusion
2017,Ford,Mustang,15847,18994,Coupe,Gray,6 Cyl,USA,Ford Mustang
2016,Ford,Fusion,21521,15613,Sedan,White,4 Cyl,USA,Ford Fusion
2014,Ford,Escape,31449,15402,SUV,Blue,4 Cyl,USA,Ford Escape
2016,Ford,F-150,44270,39995,Pickup,White,6 Cyl,USA,Ford F-150
2016,Ford,Focus,7369,16995,Hatchback,Red,4 Cyl,USA,Ford Focus
2016,Ford,Edge,14103,24977,SUV,Blue,4 Cyl,USA,Ford Edge
2012,Ford,F-150,85694,18999,Pickup,Blue,6 Cyl,USA,Ford F-150
2011,Ford,Fiesta,16606,8999,Hatchback,Silver,4 Cyl,USA,Ford Fiesta
2015,Ford,C-Max,28372,13499,Minivan,Gray,4 Cyl,USA,Ford C-Max
2014,Ford,Escape,58089,12999,SUV,White,4 Cyl,USA,Ford Escape
2015,Ford,Explorer,42650,22980,SUV,White,6 Cyl,USA,Ford Explorer
2015,Ford,Fusion,26868,17366,Sedan,Black,4 Cyl,USA,Ford Fusion
2015,Ford,Explorer,41569,18286,SUV,Black,6 Cyl,USA,Ford Explorer
2014,Ford,Focus,33379,10494,Hatchback,Black,4 Cyl,USA,Ford Focus
2014,Ford,Flex,29796,20932,SUV,Silver,6 Cyl,USA,Ford Flex
2015,Ford,Flex,37069,16887,SUV,White,6 Cyl,USA,Ford Flex
2015,Ford,Fusion,35213,16675,Sedan,Black,4 Cyl,USA,Ford Fusion
2017,Ford,Fusion,31256,14733,Sedan,Silver,4 Cyl,USA,Ford Fusion
2015,Ford,Fusion,28456,12877,Sedan,Black,4 Cyl,USA,Ford Fusion
2016,Ford,Fusion,21980,14999,Sedan,Gray,4 Cyl,USA,Ford Fusion
2014,Ford,Edge,30848,20459,SUV,White,6 Cyl,USA,Ford Edge
2015,Ford,Focus,34658,9498,Sedan,Black,4 Cyl,USA,Ford Focus
2014,Ford,Flex,36703,20577,SUV,Silver,6 Cyl,USA,Ford Flex
2014,Ford,Focus,34545,9244,Sedan,Black,4 Cyl,USA,Ford Focus
2014,Ford,Focus,26515,15994,Hatchback,White,4 Cyl,USA,Ford Focus
2015,Ford,F-150,37375,40994,Pickup,Gray,6 Cyl,USA,Ford F-150
2014,Ford,Edge,41422,17128,SUV,White,6 Cyl,USA,Ford Edge
2014,Ford,C-Max,40264,12094,Minivan,Black,4 Cyl,USA,Ford C-Max
2014,Ford,Focus,66552,8495,Sedan,Gray,4 Cyl,USA,Ford Focus
2015,Ford,Fusion,28156,18830,Sedan,Gray,4 Cyl,USA,Ford Fusion
2015,Ford,Fiesta,40642,8998,Hatchback,Gray,4 Cyl,USA,Ford Fiesta
2017,Ford,Mustang,9601,21881,Coupe,Black,4 Cyl,USA,Ford Mustang
2009,Ford,Focus,64052,5990,Sedan,Turquoise,4 Cyl,USA,Ford Focus
2013,Ford,C-Max,66676,9933,Minivan,Green,4 Cyl,USA,Ford C-Max
2014,Ford,Focus,37585,9988,Sedan,Black,4 Cyl,USA,Ford Focus
2017,Ford,Mustang,18119,20995,Coupe,Black,6 Cyl,USA,Ford Mustang
2014,Ford,Escape,63093,12995,SUV,Silver,4 Cyl,USA,Ford Escape
2013,Ford,F-350,83457,35995,Pickup,White,8 Cyl,USA,Ford F-350
2016,Ford,F-150,29314,25994,Pickup,White,6 Cyl,USA,Ford F-150
2017,Ford,Explorer,12085,23500,SUV,White,4 Cyl,USA,Ford Explorer
2012,Ford,Escape,60324,12995,SUV,Blue,6 Cyl,USA,Ford Escape
2016,Ford,Explorer,33126,24900,SUV,Black,6 Cyl,USA,Ford Explorer
2015,Ford,Explorer,27983,31500,SUV,White,6 Cyl,USA,Ford Explorer
2016,Ford,Escape,20705,16562,SUV,Gray,4 Cyl,USA,Ford Escape
2014,Ford,Focus,53004,9491,Hatchback,Black,4 Cyl,USA,Ford Focus
2015,Ford,F-150,22823,38499,Pickup,Brown,8 Cyl,USA,Ford F-150
2015,Ford,Explorer,23640,24983,SUV,White,6 Cyl,USA,Ford Explorer
2015,Ford,F-250,59829,41999,Pickup,White,8 Cyl,USA,Ford F-250
2016,Ford,F-150,25421,27499,Pickup,Red,6 Cyl,USA,Ford F-150
2016,Ford,F-250,18510,33499,Pickup,Gray,8 Cyl,USA,Ford F-250
2015,Ford,Escape,30247,14299,SUV,Gold,4 Cyl,USA,Ford Escape
2017,Ford,F-150,24734,35999,Pickup,Black,6 Cyl,USA,Ford F-150
2016,Ford,Expedition,52692,27999,SUV,Black,6 Cyl,USA,Ford Expedition
2012,Ford,F-150,46736,24999,Pickup,Red,8 Cyl,USA,Ford F-150
2015,Ford,Escape,24469,14991,SUV,Black,4 Cyl,USA,Ford Escape
2015,Ford,Explorer,48845,19995,SUV,White,6 Cyl,USA,Ford Explorer
2016,Ford,Expedition,39185,35598,SUV,Black,6 Cyl,USA,Ford Expedition
2016,Ford,Fusion,9226,14395,Sedan,Silver,4 Cyl,USA,Ford Fusion
2013,Ford,C-Max,27472,11520,Minivan,Red,4 Cyl,USA,Ford C-Max
2015,Ford,Fusion,35862,12990,Sedan,Green,4 Cyl,USA,Ford Fusion
2014,Ford,Edge,39515,20985,SUV,Gray,6 Cyl,USA,Ford Edge
2016,Ford,F-150,23421,20995,Pickup,White,6 Cyl,USA,Ford F-150
2015,Ford,Focus,45675,10300,Sedan,White,4 Cyl,USA,Ford Focus
2015,Ford,Mustang,38258,19495,Coupe,Gray,4 Cyl,USA,Ford Mustang
2015,Ford,F-150,13713,25888,Pickup,Blue,6 Cyl,USA,Ford F-150
2014,Ford,Explorer,40278,17888,SUV,White,6 Cyl,USA,Ford Explorer
2015,Ford,Fusion,20949,16499,Sedan,Gray,4 Cyl,USA,Ford Fusion
2015,Ford,Fiesta,12217,9499,Sedan,Silver,4 Cyl,USA,Ford Fiesta
2017,Ford,Expedition,32655,36900,SUV,Blue,6 Cyl,USA,Ford Expedition
2016,Ford,Transit,17475,21875,Van,White,6 Cyl,USA,Ford Transit
2017,Ford,Flex,20169,28950,SUV,Blue,6 Cyl,USA,Ford Flex
2016,Ford,Escape,16599,21850,SUV,Gray,4 Cyl,USA,Ford Escape
2014,Ford,Edge,42265,19452,SUV,White,6 Cyl,USA,Ford Edge
